age,job,marital,education,balance,housing,duration,campaign,approval
36.0,management,married,tertiary,495,no,157.0,3,yes
38.0,entrepreneur,married,secondary,157,no,57.0,11,no
49.0,self-employed,married,secondary,358,yes,176.0,3,no
42.0,services,married,secondary,292,yes,222.0,3,no
43.0,blue-collar,married,primary,7343,yes,217.0,4,no
34.0,blue-collar,married,secondary,-563,yes,252.0,1,no
59.0,retired,single,secondary,351,yes,1063.0,5,yes
35.0,unknown,married,primary,365,no,41.0,2,no
33.0,blue-collar,single,secondary,13494,yes,27.0,25,no
34.0,admin.,single,secondary,846,yes,758.0,2,no
64.0,retired,married,secondary,1574,no,301.0,3,yes
34.0,entrepreneur,married,tertiary,-28,yes,574.0,1,no
77.0,retired,married,tertiary,0,no,847.0,1,yes
57.0,retired,married,primary,2927,no,78.0,5,no
30.0,blue-collar,married,secondary,501,yes,514.0,1,no
56.0,housemaid,divorced,primary,1238,no,1558.0,1,yes
49.0,unknown,married,unknown,301,no,789.0,2,no
73.0,retired,married,primary,1388,no,146.0,3,no
39.0,technician,single,secondary,102,yes,272.0,2,no
57.0,technician,divorced,primary,13,yes,323.0,2,no
32.0,self-employed,married,secondary,413,yes,712.0,2,no
32.0,technician,single,tertiary,4665,yes,860.0,2,yes
45.0,admin.,married,secondary,638,yes,75.0,9,no
32.0,blue-collar,married,secondary,101,yes,191.0,4,no
31.0,management,married,tertiary,1224,yes,1441.0,2,yes
49.0,self-employed,married,secondary,1103,no,428.0,2,no
29.0,services,married,secondary,3748,no,322.0,3,no
55.0,technician,married,secondary,955,yes,104.0,1,no
30.0,admin.,married,secondary,518,yes,127.0,1,no
45.0,services,single,primary,1893,yes,1259.0,6,yes
39.0,technician,married,tertiary,14,no,114.0,2,no
36.0,admin.,married,secondary,-423,yes,106.0,1,no
33.0,management,married,tertiary,3696,no,305.0,1,no
36.0,management,married,tertiary,2987,yes,307.0,1,yes
31.0,technician,single,secondary,433,no,1504.0,2,no
36.0,technician,married,unknown,756,no,396.0,3,no
38.0,technician,single,tertiary,0,yes,71.0,1,no
33.0,unknown,married,secondary,2727,no,205.0,3,no
40.0,technician,married,secondary,93,yes,134.0,2,no
31.0,blue-collar,married,secondary,1766,no,166.0,2,yes
39.0,services,married,secondary,124,yes,81.0,5,no
33.0,admin.,married,tertiary,69,no,77.0,2,no
53.0,services,divorced,secondary,0,no,80.0,2,yes
38.0,management,married,tertiary,0,yes,537.0,5,no
59.0,technician,married,secondary,259,no,415.0,1,yes
55.0,blue-collar,married,primary,4103,no,291.0,1,no
38.0,technician,single,tertiary,744,yes,283.0,1,no
48.0,services,married,secondary,116,yes,70.0,4,no
53.0,blue-collar,married,secondary,70,yes,611.0,2,no
44.0,admin.,divorced,secondary,432,no,132.0,3,no
57.0,management,married,tertiary,1172,no,26.0,1,no
29.0,blue-collar,single,secondary,9,yes,262.0,3,no
31.0,services,married,secondary,428,yes,272.0,1,no
35.0,technician,single,tertiary,7546,yes,137.0,1,no
31.0,blue-collar,married,primary,620,no,95.0,1,no
35.0,self-employed,married,tertiary,8647,no,140.0,2,no
40.0,management,single,secondary,192,yes,71.0,11,no
39.0,blue-collar,married,secondary,0,yes,502.0,1,no
43.0,technician,single,tertiary,27733,yes,164.0,7,no
44.0,entrepreneur,married,primary,276,yes,219.0,1,no
29.0,technician,single,secondary,113,no,328.0,2,yes
40.0,technician,married,secondary,782,yes,224.0,2,no
33.0,entrepreneur,married,primary,82,yes,63.0,2,no
46.0,management,married,tertiary,1008,no,24.0,13,no
27.0,unknown,single,tertiary,6421,no,147.0,4,no
26.0,admin.,single,secondary,443,no,84.0,3,no
41.0,technician,married,secondary,351,yes,175.0,1,no
34.0,technician,married,tertiary,5060,yes,12.0,21,no
39.0,technician,single,tertiary,-41,no,40.0,15,no
27.0,services,single,secondary,-124,no,217.0,1,no
31.0,blue-collar,married,secondary,79,yes,235.0,11,no
44.0,unemployed,single,secondary,3945,no,255.0,1,no
55.0,retired,married,tertiary,197,no,256.0,1,no
51.0,blue-collar,divorced,primary,837,no,41.0,2,no
50.0,management,married,tertiary,-94,no,75.0,1,no
30.0,services,married,secondary,1743,yes,192.0,4,no
46.0,technician,married,secondary,57,no,796.0,1,yes
49.0,admin.,married,secondary,635,no,220.0,3,no
56.0,retired,married,secondary,-113,yes,614.0,2,no
47.0,admin.,divorced,secondary,225,no,1126.0,4,yes
30.0,admin.,married,secondary,124,no,161.0,2,no
36.0,entrepreneur,single,secondary,475,no,141.0,3,no
40.0,management,married,tertiary,-7,no,697.0,1,no
37.0,technician,single,secondary,375,no,223.0,2,no
42.0,admin.,divorced,secondary,936,no,931.0,1,yes
45.0,technician,married,secondary,1415,yes,483.0,1,no
34.0,unemployed,single,secondary,0,no,63.0,2,no
27.0,admin.,single,secondary,3638,no,271.0,5,no
30.0,blue-collar,married,secondary,-99,yes,144.0,5,no
32.0,technician,married,secondary,167,yes,79.0,3,no
46.0,housemaid,married,primary,19,yes,171.0,1,no
29.0,self-employed,married,tertiary,242,yes,73.0,4,no
53.0,unknown,married,unknown,13,no,69.0,1,no
32.0,technician,married,secondary,286,no,60.0,1,no
49.0,unemployed,married,secondary,769,yes,257.0,1,no
35.0,management,married,tertiary,93,no,198.0,2,no
38.0,blue-collar,married,secondary,1663,yes,217.0,3,no
39.0,entrepreneur,married,primary,238,yes,134.0,1,no
34.0,technician,single,secondary,2178,yes,41.0,1,no
42.0,blue-collar,married,primary,792,yes,611.0,2,no
35.0,blue-collar,single,unknown,871,yes,216.0,3,no
60.0,admin.,married,secondary,1025,no,388.0,8,no
57.0,technician,divorced,secondary,63,yes,242.0,1,no
31.0,blue-collar,single,secondary,16,no,387.0,1,no
29.0,management,single,secondary,417,no,90.0,1,no
41.0,services,married,secondary,3992,yes,281.0,2,no
46.0,blue-collar,married,primary,2749,yes,332.0,1,no
33.0,technician,married,secondary,133,no,218.0,1,yes
32.0,blue-collar,single,secondary,1721,yes,650.0,2,no
54.0,management,divorced,tertiary,2171,yes,1034.0,1,yes
37.0,services,married,secondary,4760,yes,182.0,2,no
32.0,technician,single,secondary,2979,no,156.0,1,no
43.0,management,married,tertiary,690,yes,171.0,3,no
50.0,blue-collar,divorced,secondary,203,yes,265.0,1,no
34.0,blue-collar,married,secondary,322,yes,10.0,3,no
31.0,admin.,divorced,secondary,1210,no,350.0,1,no
43.0,self-employed,married,secondary,634,yes,65.0,1,no
49.0,entrepreneur,married,secondary,273,no,58.0,1,no
22.0,student,single,unknown,47,no,69.0,3,no
35.0,management,married,tertiary,1100,no,127.0,2,no
56.0,admin.,married,secondary,0,yes,154.0,2,no
53.0,blue-collar,married,secondary,0,no,36.0,4,no
54.0,entrepreneur,married,tertiary,1544,no,85.0,7,no
32.0,services,single,unknown,6145,yes,362.0,1,no
41.0,self-employed,married,secondary,28,yes,49.0,1,no
40.0,blue-collar,married,secondary,1012,yes,410.0,1,no
33.0,blue-collar,married,primary,245,yes,253.0,3,no
33.0,management,single,tertiary,1998,no,570.0,1,no
34.0,blue-collar,married,secondary,3990,yes,633.0,7,no
36.0,services,married,secondary,1328,yes,82.0,4,no
34.0,entrepreneur,married,tertiary,412,yes,164.0,1,no
55.0,management,married,primary,229,no,175.0,3,no
28.0,student,single,tertiary,1562,no,659.0,4,yes
29.0,admin.,single,secondary,3432,yes,139.0,2,no
31.0,admin.,single,secondary,144,yes,43.0,11,no
52.0,management,married,tertiary,1339,yes,343.0,5,no
54.0,services,married,unknown,386,no,74.0,1,no
43.0,blue-collar,married,primary,7727,yes,302.0,8,no
55.0,entrepreneur,married,secondary,204,no,455.0,13,no
28.0,blue-collar,divorced,unknown,101,yes,126.0,4,no
45.0,unemployed,divorced,secondary,728,yes,107.0,1,no
45.0,entrepreneur,married,primary,2418,yes,120.0,1,no
51.0,management,married,tertiary,2934,yes,727.0,4,no
42.0,technician,single,secondary,0,yes,275.0,4,no
43.0,unknown,single,unknown,181,no,41.0,1,no
34.0,management,married,tertiary,176,no,61.0,4,no
36.0,blue-collar,married,primary,49,yes,232.0,2,no
37.0,blue-collar,married,secondary,2023,yes,214.0,1,no
50.0,blue-collar,married,secondary,372,yes,21.0,1,no
42.0,management,divorced,unknown,7702,no,138.0,2,yes
34.0,blue-collar,single,primary,464,yes,173.0,1,no
48.0,management,married,secondary,117,yes,635.0,1,no
47.0,admin.,married,secondary,104,yes,77.0,2,no
40.0,management,married,tertiary,1041,yes,73.0,1,no
37.0,management,married,tertiary,539,no,540.0,2,no
38.0,blue-collar,married,primary,0,yes,179.0,2,no
29.0,technician,single,tertiary,406,yes,119.0,1,no
46.0,blue-collar,married,primary,2558,yes,107.0,1,no
26.0,blue-collar,married,secondary,484,yes,48.0,2,no
30.0,services,single,tertiary,3516,yes,447.0,4,no
42.0,blue-collar,married,secondary,5639,yes,430.0,2,no
42.0,management,single,tertiary,100,no,64.0,2,no
31.0,admin.,single,secondary,1306,yes,217.0,5,no
37.0,management,single,tertiary,815,yes,77.0,1,no
26.0,blue-collar,married,secondary,245,yes,16.0,11,no
54.0,blue-collar,married,unknown,191,no,753.0,2,no
70.0,retired,married,secondary,2815,no,125.0,2,no
29.0,self-employed,single,secondary,3672,yes,1210.0,1,no
50.0,services,married,secondary,1572,yes,185.0,1,no
60.0,unemployed,divorced,secondary,385,yes,80.0,1,no
32.0,technician,single,secondary,29,no,156.0,2,no
32.0,technician,married,secondary,84,no,403.0,3,no
34.0,self-employed,single,tertiary,876,yes,145.0,2,no
48.0,services,single,primary,1499,yes,17.0,7,no
25.0,student,married,tertiary,0,yes,160.0,1,no
32.0,management,married,secondary,6217,yes,486.0,2,no
32.0,blue-collar,married,primary,329,yes,321.0,1,no
47.0,admin.,divorced,secondary,162,yes,203.0,4,no
32.0,technician,married,unknown,14533,no,646.0,3,no
49.0,management,single,tertiary,151,yes,97.0,3,yes
53.0,services,married,secondary,-2,yes,144.0,2,no
41.0,blue-collar,single,unknown,4684,no,30.0,6,no
47.0,management,divorced,tertiary,1149,no,82.0,2,no
35.0,blue-collar,married,primary,11,yes,326.0,4,no
33.0,management,single,secondary,8004,no,414.0,3,no
49.0,blue-collar,married,primary,1019,yes,285.0,5,no
46.0,management,divorced,tertiary,1297,no,716.0,3,yes
29.0,management,divorced,tertiary,415,yes,449.0,4,no
58.0,self-employed,married,primary,671,yes,16.0,3,no
40.0,admin.,single,secondary,2378,yes,65.0,1,no
34.0,management,married,tertiary,417,yes,138.0,1,no
60.0,retired,married,primary,71,no,121.0,3,no
43.0,management,married,tertiary,1188,no,140.0,2,no
50.0,blue-collar,married,primary,8139,yes,256.0,6,no
33.0,blue-collar,married,secondary,249,yes,61.0,4,no
37.0,blue-collar,married,primary,689,yes,367.0,2,no
55.0,self-employed,married,secondary,203,yes,9.0,5,no
45.0,blue-collar,single,primary,-183,no,395.0,4,no
47.0,blue-collar,married,primary,3451,no,125.0,2,no
58.0,technician,married,secondary,116,no,580.0,3,no
36.0,services,married,secondary,1746,yes,15.0,1,no
55.0,technician,married,secondary,0,yes,119.0,2,no
31.0,blue-collar,married,secondary,897,yes,26.0,2,no
38.0,technician,married,secondary,821,yes,224.0,2,no
42.0,blue-collar,married,secondary,130,yes,285.0,1,no
32.0,management,divorced,tertiary,1,yes,399.0,4,no
39.0,blue-collar,married,secondary,8,no,88.0,3,no
41.0,technician,married,secondary,55,yes,185.0,4,no
59.0,blue-collar,married,primary,699,no,98.0,1,no
42.0,unemployed,divorced,secondary,759,no,97.0,1,no
33.0,blue-collar,married,secondary,687,yes,72.0,2,no
53.0,retired,married,secondary,4968,no,109.0,1,no
43.0,blue-collar,married,primary,1211,yes,208.0,3,no
39.0,self-employed,single,tertiary,426,no,1029.0,1,yes
27.0,entrepreneur,single,secondary,376,yes,273.0,1,no
39.0,management,married,tertiary,12,yes,130.0,1,no
27.0,blue-collar,single,secondary,23,no,590.0,2,no
33.0,admin.,married,secondary,353,yes,107.0,2,no
29.0,services,divorced,secondary,330,yes,88.0,2,no
33.0,management,divorced,tertiary,0,no,305.0,2,no
41.0,entrepreneur,married,secondary,353,no,90.0,2,no
38.0,technician,single,tertiary,2273,yes,222.0,1,no
30.0,management,married,tertiary,0,yes,127.0,1,no
58.0,unemployed,married,tertiary,744,no,38.0,1,no
37.0,services,single,secondary,608,no,380.0,3,no
36.0,admin.,divorced,secondary,356,yes,244.0,3,no
45.0,blue-collar,married,primary,1291,yes,189.0,17,no
23.0,technician,single,secondary,-306,yes,217.0,2,no
53.0,blue-collar,married,primary,306,no,388.0,3,yes
44.0,blue-collar,married,primary,-312,yes,22.0,3,no
32.0,technician,single,secondary,493,no,289.0,2,no
32.0,management,married,tertiary,71,yes,221.0,8,no
38.0,admin.,married,tertiary,669,yes,129.0,2,no
47.0,blue-collar,married,primary,556,yes,147.0,2,no
34.0,services,single,secondary,84,yes,299.0,1,no
52.0,services,married,secondary,108,yes,543.0,12,no
45.0,admin.,single,secondary,-11,yes,247.0,1,no
50.0,blue-collar,married,primary,1164,yes,166.0,2,no
52.0,blue-collar,divorced,primary,-191,yes,755.0,1,yes
37.0,blue-collar,married,secondary,132,no,336.0,2,no
51.0,blue-collar,married,secondary,2237,yes,619.0,1,no
32.0,management,married,tertiary,4761,yes,159.0,2,no
33.0,blue-collar,married,secondary,-346,yes,29.0,3,no
28.0,unemployed,married,secondary,655,yes,606.0,2,no
66.0,management,married,tertiary,1048,yes,971.0,2,no
31.0,services,single,secondary,0,yes,231.0,2,no
35.0,blue-collar,married,primary,624,yes,163.0,1,no
47.0,services,single,unknown,1784,no,385.0,2,yes
36.0,admin.,single,secondary,1281,no,119.0,2,no
32.0,technician,single,tertiary,569,no,348.0,1,no
34.0,blue-collar,married,primary,1666,yes,30.0,1,no
40.0,admin.,married,secondary,168,yes,249.0,2,no
33.0,self-employed,married,tertiary,263,no,119.0,2,no
39.0,blue-collar,married,secondary,-405,yes,177.0,1,no
38.0,self-employed,married,secondary,279,yes,110.0,5,no
32.0,technician,single,secondary,0,no,594.0,4,yes
65.0,unknown,married,unknown,300,no,105.0,1,no
34.0,unemployed,single,tertiary,415,no,123.0,1,no
34.0,admin.,single,primary,0,yes,172.0,4,no
42.0,blue-collar,single,primary,1322,yes,178.0,1,no
31.0,services,married,secondary,1062,yes,230.0,1,no
47.0,technician,married,secondary,302,yes,89.0,3,no
44.0,technician,divorced,secondary,809,yes,118.0,4,no
38.0,housemaid,married,secondary,-278,yes,143.0,2,no
28.0,management,single,tertiary,3238,yes,7.0,1,no
46.0,admin.,single,secondary,751,yes,104.0,2,no
51.0,blue-collar,divorced,primary,-28,no,220.0,2,no
42.0,management,divorced,tertiary,0,no,85.0,2,no
37.0,technician,single,secondary,2442,no,91.0,3,yes
58.0,unemployed,married,tertiary,1798,yes,19.0,8,no
43.0,admin.,married,secondary,132,no,574.0,1,yes
36.0,management,single,tertiary,260,yes,49.0,1,no
34.0,blue-collar,married,secondary,7,yes,171.0,2,no
31.0,management,single,tertiary,3283,no,258.0,1,yes
49.0,technician,married,unknown,323,yes,41.0,2,no
54.0,management,married,tertiary,2960,yes,83.0,1,no
29.0,unemployed,single,secondary,486,no,95.0,1,no
51.0,retired,divorced,secondary,343,yes,78.0,2,no
40.0,unemployed,divorced,secondary,507,yes,134.0,1,no
35.0,management,single,tertiary,5958,yes,215.0,1,yes
25.0,student,single,secondary,304,no,226.0,2,yes
32.0,blue-collar,single,secondary,118,yes,1275.0,1,yes
30.0,self-employed,married,secondary,123,no,66.0,1,no
38.0,management,married,tertiary,76,yes,196.0,3,no
46.0,admin.,married,secondary,70,yes,229.0,2,yes
43.0,unemployed,married,primary,960,yes,241.0,2,no
32.0,technician,single,tertiary,2185,no,354.0,2,no
29.0,blue-collar,single,secondary,309,yes,471.0,3,no
56.0,blue-collar,married,secondary,2190,no,90.0,2,no
57.0,technician,married,primary,0,no,58.0,8,no
38.0,admin.,married,secondary,3732,yes,379.0,2,no
51.0,technician,married,primary,1550,no,12.0,5,no
35.0,admin.,single,tertiary,62,no,67.0,1,no
37.0,blue-collar,married,primary,704,no,165.0,7,no
48.0,management,married,secondary,4415,yes,1032.0,3,yes
30.0,blue-collar,single,secondary,4,yes,84.0,3,no
60.0,retired,married,secondary,262,no,393.0,4,no
56.0,management,married,secondary,238,yes,808.0,1,no
45.0,blue-collar,married,primary,97,yes,923.0,3,no
38.0,technician,divorced,secondary,410,no,63.0,6,no
20.0,student,single,secondary,1191,no,274.0,1,no
59.0,retired,married,primary,-47,yes,84.0,4,no
34.0,technician,married,tertiary,197,no,78.0,3,yes
36.0,blue-collar,married,unknown,6,no,41.0,7,no
53.0,admin.,single,secondary,2398,yes,317.0,1,yes
51.0,management,married,tertiary,630,yes,138.0,1,no
58.0,retired,married,secondary,235,no,88.0,4,no
48.0,management,married,primary,1910,yes,413.0,2,no
56.0,management,married,tertiary,3172,yes,139.0,1,no
51.0,blue-collar,married,primary,872,no,82.0,2,no
35.0,blue-collar,married,secondary,407,yes,12.0,6,no
40.0,admin.,single,secondary,100,yes,221.0,1,yes
59.0,housemaid,married,secondary,345,no,38.0,1,no
44.0,management,divorced,tertiary,2058,no,661.0,1,no
49.0,housemaid,married,primary,889,no,388.0,1,yes
35.0,admin.,married,tertiary,0,yes,151.0,7,no
41.0,management,married,tertiary,51,no,140.0,8,no
55.0,retired,married,primary,150,no,124.0,1,no
51.0,self-employed,married,secondary,34,no,200.0,1,no
27.0,services,single,secondary,795,no,101.0,3,no
57.0,blue-collar,married,primary,282,no,261.0,12,no
51.0,management,single,tertiary,2139,no,176.0,2,no
38.0,management,married,tertiary,-469,yes,209.0,12,no
49.0,admin.,married,secondary,197,yes,223.0,1,yes
40.0,technician,single,tertiary,825,yes,38.0,1,no
47.0,housemaid,single,tertiary,3232,no,541.0,1,no
48.0,management,divorced,secondary,1598,yes,84.0,1,no
47.0,services,married,tertiary,871,no,602.0,9,no
56.0,services,married,secondary,83,no,26.0,11,no
29.0,management,single,tertiary,1445,no,328.0,2,yes
38.0,technician,married,secondary,226,yes,762.0,3,yes
32.0,management,married,tertiary,-55,yes,107.0,4,no
42.0,admin.,single,secondary,243,yes,46.0,5,no
30.0,blue-collar,married,primary,-336,no,128.0,6,no
26.0,admin.,single,tertiary,3672,yes,360.0,5,no
35.0,technician,married,secondary,0,yes,524.0,1,yes
35.0,technician,married,secondary,251,yes,128.0,3,no
35.0,self-employed,single,tertiary,44,no,310.0,2,no
57.0,blue-collar,married,secondary,2887,no,819.0,10,yes
29.0,admin.,single,secondary,1992,no,202.0,1,no
32.0,blue-collar,single,secondary,2,no,144.0,2,no
45.0,technician,married,secondary,1415,yes,311.0,1,no
51.0,management,single,tertiary,297,yes,415.0,4,yes
31.0,technician,single,secondary,1094,yes,93.0,8,no
50.0,self-employed,married,unknown,-84,yes,101.0,1,no
38.0,blue-collar,single,secondary,-1,yes,72.0,1,no
37.0,management,married,tertiary,347,yes,282.0,1,no
35.0,management,married,tertiary,1253,yes,210.0,2,no
37.0,unemployed,married,unknown,4565,no,369.0,1,no
28.0,management,single,tertiary,781,no,125.0,6,no
43.0,management,married,secondary,17555,no,14.0,14,no
43.0,management,married,unknown,5172,yes,57.0,3,no
56.0,management,married,tertiary,15520,no,420.0,1,no
32.0,technician,single,tertiary,13711,yes,638.0,1,no
58.0,management,divorced,tertiary,1533,no,137.0,2,no
47.0,management,married,tertiary,286,no,557.0,7,no
31.0,blue-collar,single,secondary,-219,yes,66.0,2,no
38.0,management,married,tertiary,0,yes,206.0,1,no
50.0,blue-collar,married,secondary,810,yes,19.0,14,no
32.0,blue-collar,married,secondary,300,no,166.0,2,no
37.0,services,single,secondary,1175,yes,102.0,1,no
39.0,management,married,tertiary,0,yes,46.0,2,no
40.0,services,married,secondary,113,yes,126.0,1,no
41.0,blue-collar,married,secondary,641,yes,161.0,1,no
45.0,technician,married,secondary,1477,yes,355.0,1,no
31.0,admin.,married,secondary,0,yes,40.0,2,no
